id,name,url,contact,description,geoextent,geocoverage_dirty,geocoverage,lead_organisation_name,lead_organisation_category,start_date,active,end_date,environmental_domain,environmental_field,category,social_uptake,policy_uptake,policy_uptake_explanation,policy_relevance,sdg1,sdg2,sdg3,sdg4,sdg5,sdg6,sdg7,sdg8,sdg9,sdg10,sdg11,sdg12,sdg13,sdg14,sdg15,sdg16,sdg17
466,WeObserve,http://www.iiasa.ac.at/web/home/research/researchPrograms/EcosystemsServicesandManagement/WeObserve.html,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,CSA to mainstream CS into environmental policy making (ongoing),Macro-regional,Austria,Austria,IIASA,Academic,2017,Yes,Unknown,Atmospheric,Cross-cutting,Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,2,1,0,0,0,0,2,2,2,0,0,0,0,2,2
467,WeSenseIt,http://www.wesenseit.com/,info@hydrologic.com,"Citizen observatories of water and flooding to facilitate citizen engagement in planning, decision making and governance. 3 case studies on CS for flood risk management, two-comms paradigm with citizens",Regional,Netherlands,Netherlands (the),Hidrologic Research,Consortium,2013,No,Unknown,Terrestrial,Water,Monitoring,Large,Yes,"The Delfland regional water authority has therefore developed a new policy – Digital Delfland, part of the Dutch national Digital Delta program – in which they point out the 41,000 hectares highly industrialised and highly controlled Delfland region as testing ground for monitoring and feedback experiments. The current extensive hardware-based monitoring network of the Delfland water authority, which presents information on precipitation, water quality, water levels, pump operation and system performance, can be used for these experiments,

WeSenseIt is the first Digital Delfland project providing monitoring information for all, including citizen information.",Problem definition,0,0,2,2,0,1,0,0,2,2,2,0,2,0,0,2,0
468,Wetland Bird Survey (WeBS),http://www.bto.org/volunteer-surveys/webs,webs@bto.org.,The Wetland Bird Survey (WeBS) monitors non-breeding waterbirds in the UK.,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The British Trust for Ornithology (BTO),Non-governmental,1947,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Early-warning,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,0
469,Whale and Dolphin Conservation Society - WDCS Shorewatch Sightings,http://www.wdcs.org/national_regions/scotland/shorewatch/whatis.php,shorewatch@whales.org.,"A network of trained volunteers monitoring the presence and absence of whales and dolphins at selected sites around the Scottish coastline, in order to raise awareness and capture vital data crucial to the long term future of these animals. NBN Gateway Dataset GA000966",National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Whale and Dolphin Conservation (WDC),Non-governmental,1987,Yes,Unknown,Marine,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Early-warning,0,0,2,2,0,0,0,0,2,0,0,0,2,1,0,2,0
470,Whale FM,http://whale.fm/,Unknown,A project to organise recordings of Orca and Pilot Whale calls.,National,EEUU,United States of America (the),Zooniverse and Scientific american,Non-governmental,2011,No,Unknown,Marine,"Biodiversity, nature and landscapes",Crowd-sourcing,Very large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,1,0,2,0
471,Whale shark photo id library,http://www.whaleshark.org/,info@whaleshark.org,The Wildbook for Whale Sharks photo-identification library is a visual database of whale shark (Rhincodon typus) encounters and of individually catalogued whale sharks.,National,EEUU,United States of America (the),Wild Me,Non-governmental,2013,Yes,Unknown,Marine,"Biodiversity, nature and landscapes",Occasional reporting,Very large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,1,0,2,0
472,Wider Countryside Butterfly Survey,http://www.ukbms.org/wcbs.aspx,survey@butterfly-conservation.org,"To assess the status and trends of United Kingdom butterfly populations for conservation, research, and quality of life",National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),"Butterfly Conservation (BC), the Centre for Ecology and Hydrology (CEH) and the British Trust for Ornithology (BTO)",Non-governmental,2009,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Very large,Yes,"The UKBMS was launched in 2006 at the Royal Society, attended by the then Biodiversity Minister Barry Gardiner.",Policy evaluation,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
473,Wild Israel,http://www.wildisrael.com/,http://www.wildisrael.com/content/contact-us,"A project that facilitate the collection of observation of wildlife It is providing a standard frame for managing wildlife data that has not  been collected in  he course of a research, those allowing the use of public data for obtaining a continuous and widespread sampling. ",National,Israel,Israel,REG,Non-governmental,2014,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,1,1,2,2
474,Wild Spotter,https://www.wildspotter.nl/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,On this website we want to research together with you if faunapassages work and which animals use this.,Regional,Netherlands,Netherlands (the),Arcadis Nederland - Design & Consultancy for natural and built assets,Private sector,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Crowd-sourcing,Very large,No,N/A,Policy implementation or monitoring,0,0,2,1,0,0,0,0,2,0,0,0,2,0,1,2,2
475,Wildlife Health Event Reporter,http://www.whmn.org/wher/,wher@wdin.org,The Wildlife Health Event Reporter is a citizen science project to Detect wildlife disease outbreaks early.,Global,Switzerland,Switzerland,IUCN,Non-governmental,1948,Yes,Unknown,Terrestrial,Cross-cutting,Monitoring,Very large,No,N/A,Early-warning,0,0,2,2,0,0,0,0,2,0,0,0,2,1,1,2,2
476,Wildlife Information Centre,http://www.wildlifeinformation.co.uk/about.php,info@wildlifeinformation.co.uk,"TWIC is the biological records centre for the Lothians, Scottish Borders, Falkirk, Clackmannanshire, Stirling and Loch Lomond and Trossachs National Park that collects, collates and disseminates information about the wildlife in our area.",National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),"Scottish Natural Heritage (SNH),",Non-governmental,1992,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"TWIC provides a wide range of data services; we routinely supply data to local authorities for screening planning applications, to consultants for preparing environmental assessments and to students, recorders and the public to inform coursework, recording efforts and general interest. For commercial requests, we charge an administrative fee to cover our costs in processing the request and to contribute to our data collation work.",Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,1,1,2,2
477,Willow Emerald Watch,https://british-dragonflies.org.uk/content/willow-emerald-watch,secretary@british-dragonflies.org.uk,"Thanks to the efforts of our volunteer dragonfly recorders, we have been able to closely follow the spread of the Willow Emerald Damselfly since those first mass sightings in 2009.",Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Dragonfly Society,Non-governmental,2009,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Problem definition,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
479,Women for Water Partnership,https://www.womenforwater.org/,secretariat@womenforwater.org,"Women for Water Partnership (WfWP) has consistently raised the profile of women in the water and development sector, both in their professional capacity and as major group in society.",Global,Netherlands,Netherlands (the),UNESCO,Governmental,2016,Yes,Unknown,Cross-cutting,Sustainable consumption and production,Civic science,Very large,Yes,"WfWP has significantly contributed to improving access to water, sanitation and hygiene (WaSH), through the water projects implemented by its members. Despite limited funds, WfWP’s work has resulted in impressive outcomes. Projects have led to sustainable solutions for WaSH delivery, irrigation, water management, empowered women and communities, and, stimulated local economic development, generating additional income streams for women and their communities. Many women have gained positions in decision-making processes, from local water bodies to international fora.",Problem definition,1,2,2,2,1,1,0,0,2,1,0,0,2,0,0,2,1
480,World water monitoring day,http://www.worldwatermonitoringday.org/,http://www.worldwatermonitoringday.org/contact,The EarthEcho Water Challenge (formerly World Water Monitoring Challenge) is an international program that runs annually from March 22 (the United Nations World Water Day) through December and equips anyone to protect the water resources we depend on every day.,Global,Washington D. C.,United States of America (the),X-Prize,Non-governmental,2005,Yes,Unknown,Freshwater,Water,Monitoring,Very large,No,N/A,Policy evaluation,0,0,2,2,0,2,0,0,2,0,2,0,2,0,0,2,1
481,WorldBirds,http://www.world-birds.com/,http://www.world-birds.com/contact,Realization of an atlas of birds on a global scale,Global,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Royal Society for the Protection of Birds,Non-governmental,2012,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy evaluation,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
482,WOW-NL,https://wow.knmi.nl/,wow@knmi.nl,"WOW-NL is the platform on which everyone can share, view, compare and archive current weather observations.",Global,Netherlands,Netherlands (the),KNMI - Koninklijk Nederlands Meteorologisch Instituut,Governmental,2015,Yes,Unknown,Atmospheric,Climate,Occasional reporting,Very large,No,N/A,Problem definition,0,2,2,2,0,0,0,0,2,0,2,0,1,0,0,2,2
483,ZERYNTHIA,http://www.asociacion-zerynthia.org/,zerynthia.org@gmail.com,"ZERYNTHIA is a group of both professionals and non-professionals of entomology, concerned about the conservation of butterflies, both day and night. Within its activities, it promotes different Citizen Science projects, based mainly on the elaboration of biodiversity atlases.",National,Spain,Spain,Asociación Zerynthia,Non-governmental,2009,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
484,Naturkalender, www.naturkalender.at,naturkalender@zamg.ac.at,Naturkalender is the tool to explore the developement of plants or the behavior of selectet animals during the course of the year. This fiel of research is called phenology. That's what you can do with this app: become a scientist and spot the developement of nature,Macro-regional,Austria,Austria,Zentralanstalt für Meteorologie und Geodynamik,Academic,1851,Yes,Unknown,Cross-cutting,"Biodiversity, nature and landscapes",Occasional reporting,Very large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,2,0,2,2,2,2,2
485,Golds Chakal ,https://www.goldschakal.at,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Since October 2015, a project, investigating the distribution of the golden jackal in Austria has been carried out at the IWJ (Institute of Wildlife Biology and Game Management) of the University of Natural Resources and Life Sciences, Vienna (BOKU).",National,Austria,Austria,Universität für Bodenkultur Wien Institut für Wildbiologie und Jagdwirtschaft (IWJ),Academic,2015,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
486,GRASS Graugänse als Tiermodell für soziale Systeme,http://klf.univie.ac.at/de/forschung/laufende-projekte/grass/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The main research goal of the project is the investigation of the relationships between activity patterns, digestive efficiency and social behavior, ie the modulation of rhythms by the social status or hierarchy of a highly social and long-lived vertebrate, the gray goose.",National,Austria,Austria,Konrad Lorenz Forschungsstelle Universität Wien,Academic,2017,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
487,"
Visible Science",http://klf.univie.ac.at/de/forschung/laufende-projekte/visible-science/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The project investigates the breeding and rearing performances in three avian model species (greylag geese, common ravens and northern bald ibises) using a comparative approach and involving lay persons in research (citizen science). Aim of the project is to develop a long-term model for research and innovative scientific communication in cooperation with an economic enterprise.",City,Austria,Austria,Konrad Lorenz Forschungsstelle Universität Wien,Academic,2017,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,2,2,2,0,1,2,2
488,"
NBI goes Citizen Science  Wissen schaffende Bürgerinnen und Bürger",http://klf.univie.ac.at/de/forschung/laufende-projekte/nbi-goes-citizen-science/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The aim of the project is to investigate the ecological aspects of the habitat selection of the Northern bald ibis, one of the most endangered avian species in the world, by involving interested citizens in research.",Regional,Austria,Austria,Konrad Lorenz Forschungsstelle Universität Wien,Academic,2017,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,2,2,2,1,0,1,2,2
489,Varroawarndienst,http://bienengesundheit.at/,varroawarndienst@ages.at,This system is based on the fact that beekeepers measure the Varroa infestation values at their apiary at predetermined times using a predefined method and enter the measured values into a central database.,National,Austria,Austria,AGES - Österreichische Agentur für Gesundheit und Ernährungssicherheit,Governmental,2017,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,1,2
490,"
World register of marine species

",http://www.marinespecies.org/,Unknown,"The World Register of Marine Species aims to provide the most authoritative list of names of all marine species globally, ever published",Global,Austria,Austria,The WoRMS Steering Committee,Non-governmental,2008,Yes,Unknown,Marine,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,1,0,2,2
491,Schmetterlinge Österreichs,https://schmetterlingsapp.at/,https://www.bluehendesoesterreich.at/kontakt/,"The Foundation Blühendes Österreich and the environmental organization GLOBAL 2000 call with the app ""Butterflies of Austria"" for the first butterfly census of Austria.",National,Austria,Austria,Stiftung Blühendes Österreich,Non-governmental,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,2,0,2,0,1,2,2
492,Monitoring der Brutvögel Österreichs,https://www.birdlife.at/page/monitoring,office@birdlife.at,"On the reporting platform , not only bird watching can be reported, but also accompanying photos or sound recordings can be uploaded. In addition, the platform provides an overview of the current events in our bird life (eg passage of Nordic species, occurrence of rare winter guests). Each detector also has the possibility to manage all observations made within Austria.",National,Austria,Austria,BirdLife,Non-governmental,1998,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,2,0,2,0,1,2,2
493,FotoQuest Go,http://fotoquest-go.org/,info@fotoquest.at,"Every day, around 150,000 m˛ of soil are being turned into roads, businesses, homes and recreational areas in Austria, which leads to soil degradation and an increasing risk of flooding, water scarcity, unproductive agricultural land and heat waves in cities, contributing to global warming.With your help (providing pictures and answering questions) , we can track the effect of these changes in our landscape and help to conserve Austria’s nature.",National,Austria,Austria,International Institute for Applied Systems Analysis,Academic,2017,No,2017,Terrestrial,Land,Crowd-sourcing,Very large,No,N/A,Problem definition,0,2,2,2,0,2,0,2,1,2,2,0,1,1,1,2,2
494,Stunde der Wintervögel,http://www.stunde-der-wintervoegel.at/,http://www.stunde-der-wintervoegel.at/index.php?id=kontakt,The bird count takes place from 5.-7. January 2018. We have decided to extend the census period to 3 days so that more bird friends have the chance to join in and the results can be compared with our partner organizations (LBV and NABU).,Sub-national,Austria,Austria,BirdLife,Non-governmental,2018,No,2018,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,2,0,2,0,1,2,2
495,Ragweed Finder,https://www.ragweedfinder.at/,ragweedfinder@polleninfo.org ,The aim of the Ragweed Finder is to publicly document ragweed occurrences and to show where the burden for allergy sufferers is particularly high and to enable countermeasures.,Macro-regional,Austria,Austria,Universität Innsbruck,Academic,2017,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Large,No,N/A,Problem definition,0,0,1,2,0,0,0,0,2,2,2,0,2,0,0,2,2
496,Risk Geo-Wiki,https://geo-wiki.org/branches/risk/, info@iiasa.ac.at,"online platform which acts not only as a repository of available flood risk related spatial information, but also provides for two-way information exchange. You can use the platform to view available information about flood risk at any location on the globe, along with geo-tagged photos uploaded by yourself or other users via a mobile application. ",Global,Austria,Austria,International Institute for Applied Systems Analysis (IIASA),Academic,2014,Yes,Unknown,Terrestrial,Environmental risks,Crowd-sourcing,Large,Yes,"The portal is intended to be of practical use to community leaders and NGOs, governments, academia, industry and citizens who are interested in better understanding the information available to strengthen flood resilience",Early-warning,0,1,2,2,0,2,0,2,1,1,2,2,1,2,1,2,2
497,"
GeoMaus",http://kleinsaeuger.at/,http://kleinsaeuger.at/kontakt.html,Information about Central European small mammals. Findings are displayed on an interactive map,Regional,Austria,Austria,Institut für Wildtierbiologie OG,Academic,2017,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,2,2,0,0,0,2,0,1,2,2
498,Projekt Wildkatze,http://www.wildkatze-in-oesterreich.at/de/pages/wildkatzen.aspx,office@np-thayatal.at,"After more than fifty years  Wildcat roams our forests again. Occasionally you can report evidence of wild cats again today. 
Especially hunters, foresters, nature photographers and people, who spend a lot of time in nature are invited to help.",National,Austria,Austria,Naturschutzbund Austria,Non-governmental,2009,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,2,2,0,0,0,2,0,1,2,2
499,Vielfalt bewegt!,http://www.alpenverein.at/portal/natur-umwelt/vielfalt_bewegt/index.php,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"This project of the Austrian Alpine Association contributes to the conservation of biodiversity in the Alps and increases our knowledge of interrelations. Specifically, it is about building biodiversity monitoring in the highest living areas in Austria, which particularly appeals to mountain-savvy people.",Sub-national,Austria,Austria,Alpenverein & Naturschutz,Non-governmental,2017,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Considerable,No,N/A,Policy implementation or monitoring,0,0,2,1,0,0,0,2,2,1,0,0,2,0,1,1,2
500,Skywarn,https://www.skywarn.at/,office@skywarn.at,SKYWARN is a non-profit association for mobile weather observation. The Skywarn Live Monitor shown here helps you to keep track of current severe weather hazards in Austria. Report also current weather and inform others about the approaching danger,National,Austria,Austria,Skywarn Austria,Non-governmental,2003,Yes,Unknown,Atmospheric,Climate,Monitoring,Large,No,N/A,Early-warning,0,2,1,1,0,2,0,0,2,0,2,0,1,0,2,2,2
502,Biodiversitätsmonitoring mit ,http://www.biodiversitaetsmonitoring.at/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,Monitoring of biodiversity in Austria,National,Austria,Austria,Bundesministerium für Nachhaltigkeit und Tourismus,Governmental,2015,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
503,Wasser schafft,http://www.wasserschafft.at/,wasserschafft@gmail.com,We are especially aimed at schools that want to adopt a creek in their vicinity in order to carry out longer series of measurements (possibly also as part of prescientific work).,National,Austria,Austria,Forschungsinstituts WasserCluster Lunz,Academic,2015,Yes,Unknown,Freshwater,Water,Monitoring,Large,Yes,The project should provide a basis for Austria to work out proposals for the management of heavily contaminated streams in intensively used areas,Policy implementation or monitoring,0,2,1,1,0,1,0,0,2,0,0,0,0,2,0,2,2
504,Die Igel sind los!,http://igelimgarten.boku.ac.at/,igelimgarten@boku.ac.at,"The project investigates which factors in garden management, the garden structure and the surrounding structure are responsible for keeping hedgehogs in gardens or missing them. In addition, a first Austria-wide baseline survey will serve as a basis for future surveys of the hedgehog occurrence in Austria. Target group are all persons who have access to a garden, for example pupils, teachers, and private persons.",National,Austria,Austria,Young Science - Zentrum für die Zusammenarbeit von Wissenschaft und Schule,Academic,2015,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,2,0,2,0,1,2,2
505,Pollentagebuch,https://pollentagebuch.at/Phd/de/start,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,Here you can document your daily allergy symptoms to compare these symptoms with the actual pollen load of the most important allergenic plants.,Macro-regional,"Austria, Albania, Belarus, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Germany, Great Britain, Greece, Hungary, Iceland, Italy/South Tyrol, Latvia, Lithuania, Luxembourg, Macedonia, Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, Turkey, Ukraine","Austria, Albania, Belarus, Belgium, Bulgaria, Croatia, Czechia, Denmark, Estonia, Finland, France, Germany, United Kingdom of Great Britain and Northern Ireland (the), Greece, Hungary, Iceland, Italy, Latvia, Lithuania, Luxembourg, North Macedonia, Netherlands (the), Norway, Poland, Portugal, Romania, Russian Federation (the), Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, Turkey, Ukraine",AESCA + AGGA + ALK + COST + HIALINE + Medizinische Universität Wien + Stiftung Deutscher Polleninformationsdienst,Consortium,2008,Yes,Unknown,Atmospheric,Air quality,Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,1,2,0,0,0,0,2,0,2,0,2,0,0,2,1
506,"
PhenoWatch","http://www.phenowatch.at/

",phaeno @ zamg.ac.at,"A phenological measuring network with currently about 100 observation sites. At all these stations, Citizen Scientists have been observing the development of nature for us for decades.",National,Austria,Austria,ZAMG Phänologie,Academic,1851,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,Unknown,Policy implementation or monitoring,0,1,0,2,0,2,0,0,2,0,0,0,2,0,1,2,0
507,Viel-Falter,https://viel-falter.at/cms/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,Butterflies are well suited as indicators for monitoring biodiversity-relevant changes in the cultural landscape. Volunteers will be trained to conduct systematic butterflies observations after completing their initial training as part of 'Multi-butterfly Top Citizen Science (TCS)',National,Austria,Austria,Institut für Ökologie,Academic,2013,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Considerable,Yes,"Our vision is an Austria-wide butterflies monitoring carried out by science, voluntary laymen and schools which, in cooperation with the responsible authorities, makes an important contribution to sustainable and affordable biodiversity monitoring in Austria.",Policy implementation or monitoring,0,2,2,1,0,0,0,0,2,0,0,0,2,0,1,2,0
508,Habichtskauz,http://habichtskauz.at/index.php,Habichtskauz@aon.at,"The first goal of this project is to establish nuclei of small populations surrounding the sites of release in the “Biosphere Reserve Wienerwald” and in the “Wilderness Area Dürrenstein”. For evaluation of the project´s progress, ongoing monitoring of the released owls is indispensable.",National,Austria,Austria,Research Institute of Wildlife Ecology,Academic,2006,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
509,StadtWildTiere - WIEN,http://stadtwildtiere.at/,info@stadtwildtiere.at,The project is dedicated to information on wild animals in urban areas with the possibility of data entry. Help us to improve the data base and let us know your encounters with wild animals. We offer help seekers and interested citizens a clear and comprehensive information portal on wild animals in the city. Registered messages can be displayed on a map and get an idea of the situation in the Austrian provincial capitals,Sub-national,Austria,Austria,SWILD - Urban Ecology & Wildlife Research,Non-governmental,2013,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
510,Netzwerk Natur - Wiener Arten- und Lebensraumschutzprogramm,"https://www.wien.gv.at/umweltschutz/naturschutz/biotop/nena-aktivitaeten.html

",https://www.wien.gv.at/advuew/internet/AdvPrSrv.asp?Layout=personensuche&Type=S&Hlayout=personensuche,"In the project period 2012 to 2015, Netzwerk Natur has set itself numerous goals in the fields of building flocks, field landscapes, meadows, waterways, vineyards and green spaces. Anyone can join in the implementation of the measures and support the network Natur-Team.",City,Austria,Austria,Wiener Umweltschutzabteilung,Governmental,2012,No,2015,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"Nature is not only in national parks, but also in the city. The Vienna Species and Habitat Protection Program Network Nature is anchored in the Vienna Nature Conservation Act. It protects, cares for and promotes rare animal and plant species as well as near-natural habitats throughout the city. This benefits plants, animals and humans.",Problem definition,0,2,2,2,0,2,0,0,2,0,2,0,2,0,1,2,0
511,Waldbrand-Datenbank Österreich,http://fire.boku.ac.at/,fire@boku.ac.at,"The information portal allows those interested to use an interactive map to query forest fire events and create statistics or graphics. In addition, it is also possible to report forest fire events. The Location is interactive on the web GIS map, additional information such as cause, duration and fire area can be entered and photos / videos are uploaded to the fire incident.",Macro-regional,"Austria, Germany, Switzerland","Austria, Germany, Switzerland",Universität für Bodenkultur Wien,Academic,2008,Yes,Unknown,Terrestrial,Environmental risks,Monitoring,Very large,Yes,"For a comprehensive documentation of the forest fires in Austria since 2008 vegetation fires are raised at the institute for silviculture. With the support of the Austrian Forest Fire Research Initiative (AFFRI), Alpine Forest Fire Warning System (ALP) FFIR and FIRIA (Fire Risk and Vulnerability of Austrian Forests under the Impact of Climate Change), a WebGIS based system was created.",Policy evaluation,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,0
512,Herpetofauna,http://herpetofauna.at/,herpetofauna.at     Kontaktformular,Since 2002 doing herpetological excursions taking pictures around the world.,Global,Austria,Austria,Österreichische Gesellschaft für Herpetologie,Non-governmental,2002,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
513,Datenbank der Pilze Österreichs,http://austria.mykodata.net/Introduction.html,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,The Austrian Mycological Society is a professional society. It represents the practical and scientific fungus science and is open to all interested persons.,National,Austria,Austria,Österreichische Mykologische Gesellschaft,Non-governmental,2003,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,1,2,0,0,0,0,2,0,0,0,2,0,1,2,0
514,Bienenstand.at,"


bienenstand.at

",This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Bienenstand.at  is an institution for the dissemination of scientific studies on winter losses of honey bee colonies in Austria. Beekeepers are excellent Citizen Scientists, and are happy to participate in research that will help us better understand bees.",National,Austria,Austria,Karl-Franzens-Universität Graz,Academic,2013,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,2,2,0,1,2,0
515,Biochar,https://biocharnet2u.wordpress.com/,biochar.net2u@gmail.com,"We have preliminary indications that the use of biochar can reduce water consumption and increase the resilience of crops during extreme heat spells, while storing significant amounts of carbon and improving the retention of nutrients and water.We want to test this hypothesis and invite you to join in! Help us gather data by doing a little pot experiment with biochar and bean plants.",National,Austria,Austria,Rebecca Hood-Nowotny (Projektleitung-project management),Community-led,2016,Yes,Unknown,Terrestrial,Climate,Monitoring,Considerable,No,N/A,Policy implementation or monitoring,0,1,2,2,0,2,0,2,2,0,0,0,1,0,1,2,2
517,DEEP,http://deep.ifca.es/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,species recognition. applications developed at the Instituto de Física de Cantabria (IFCA) using deep learning techniques.,Global,Spain,Spain,Instituto de Física de Cantabria,Academic,2017,Yes,Unknown,Cross-cutting,"Biodiversity, nature and landscapes",Crowd-sourcing,Considerable,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2,2,2
